year,state,state_po,county_name,county_fips,office,candidate,party,demVotes,repVotes,totalvotes
2016,ALABAMA,AL,JACKSON,1071,PRESIDENT,DONALD TRUMP,REPUBLICAN,16672,4312,20984
2016,ALABAMA,AL,JEFFERSON,1073,PRESIDENT,DONALD TRUMP,REPUBLICAN,134768,169423,304191
2016,ALABAMA,AL,LAMAR,1075,PRESIDENT,DONALD TRUMP,REPUBLICAN,5823,1143,6966
2016,ALABAMA,AL,LAUDERDALE,1077,PRESIDENT,DONALD TRUMP,REPUBLICAN,27899,11626,39525
2016,ALABAMA,AL,LAWRENCE,1079,PRESIDENT,HILLARY CLINTON,DEMOCRAT,3627,11202,14829
2016,ALABAMA,AL,LEE,1081,PRESIDENT,HILLARY CLINTON,DEMOCRAT,21230,37961,59191
2016,ALABAMA,AL,LIMESTONE,1083,PRESIDENT,HILLARY CLINTON,DEMOCRAT,9468,30826,40294
2016,ALABAMA,AL,LOWNDES,1085,PRESIDENT,HILLARY CLINTON,DEMOCRAT,4883,1801,6684
2016,ALABAMA,AL,MACON,1087,PRESIDENT,HILLARY CLINTON,DEMOCRAT,7566,1574,9140
2016,ALABAMA,AL,MACON,1087,PRESIDENT,DONALD TRUMP,REPUBLICAN,1431,7709,9140
2016,ALABAMA,AL,MADISON,1089,PRESIDENT,DONALD TRUMP,REPUBLICAN,89520,73869,163389
2016,ALABAMA,AL,MARENGO,1091,PRESIDENT,DONALD TRUMP,REPUBLICAN,5233,5761,10994
2016,ALABAMA,AL,MARION,1093,PRESIDENT,DONALD TRUMP,REPUBLICAN,11274,1710,12984
2016,ALABAMA,AL,MARSHALL,1095,PRESIDENT,DONALD TRUMP,REPUBLICAN,29233,6083,35316
2016,ALABAMA,AL,MOBILE,1097,PRESIDENT,HILLARY CLINTON,DEMOCRAT,72186,100551,172737
2016,ALABAMA,AL,MONROE,1099,PRESIDENT,HILLARY CLINTON,DEMOCRAT,4332,5939,10271
2016,ALABAMA,AL,MONTGOMERY,1101,PRESIDENT,HILLARY CLINTON,DEMOCRAT,58916,36962,95878
2016,ALABAMA,AL,MORGAN,1103,PRESIDENT,HILLARY CLINTON,DEMOCRAT,11254,39390,50644
2016,ALABAMA,AL,PERRY,1105,PRESIDENT,HILLARY CLINTON,DEMOCRAT,3824,1454,5278
2016,ALABAMA,AL,PERRY,1105,PRESIDENT,DONALD TRUMP,REPUBLICAN,1407,3871,5278
2016,ALABAMA,AL,PICKENS,1107,PRESIDENT,DONALD TRUMP,REPUBLICAN,5456,4086,9542
2016,ALABAMA,AL,PIKE,1109,PRESIDENT,DONALD TRUMP,REPUBLICAN,7693,5475,13168
2016,ALABAMA,AL,RANDOLPH,1111,PRESIDENT,DONALD TRUMP,REPUBLICAN,7705,2482,10187
2016,ALABAMA,AL,RUSSELL,1113,PRESIDENT,DONALD TRUMP,REPUBLICAN,9210,10046,19256
2016,ALABAMA,AL,ST. CLAIR,1115,PRESIDENT,HILLARY CLINTON,DEMOCRAT,5589,32811,38400
2016,ALABAMA,AL,SHELBY,1117,PRESIDENT,HILLARY CLINTON,DEMOCRAT,22977,78277,101254
2016,ALABAMA,AL,SUMTER,1119,PRESIDENT,HILLARY CLINTON,DEMOCRAT,4746,1665,6411
2016,ALABAMA,AL,TALLADEGA,1121,PRESIDENT,HILLARY CLINTON,DEMOCRAT,12121,21286,33407
2016,ALABAMA,AL,TALLAPOOSA,1123,PRESIDENT,HILLARY CLINTON,DEMOCRAT,5519,13967,19486
2016,ALABAMA,AL,TALLAPOOSA,1123,PRESIDENT,DONALD TRUMP,REPUBLICAN,13594,5892,19486
2016,ALABAMA,AL,TUSCALOOSA,1125,PRESIDENT,DONALD TRUMP,REPUBLICAN,47723,34977,82700
2016,ALABAMA,AL,WALKER,1127,PRESIDENT,DONALD TRUMP,REPUBLICAN,24266,5206,29472
2016,ALABAMA,AL,WASHINGTON,1129,PRESIDENT,DONALD TRUMP,REPUBLICAN,6042,2491,8533
2016,ALABAMA,AL,WILCOX,1131,PRESIDENT,DONALD TRUMP,REPUBLICAN,1737,4381,6118
2016,ALABAMA,AL,WINSTON,1133,PRESIDENT,HILLARY CLINTON,DEMOCRAT,872,9441,10313
2016,ARIZONA,AZ,APACHE,4001,PRESIDENT,HILLARY CLINTON,DEMOCRAT,17083,10578,27661
2016,ARIZONA,AZ,COCHISE,4003,PRESIDENT,HILLARY CLINTON,DEMOCRAT,17450,32565,50015
2016,ARIZONA,AZ,COCONINO,4005,PRESIDENT,HILLARY CLINTON,DEMOCRAT,32404,27380,59784
2016,ARIZONA,AZ,GILA,4007,PRESIDENT,HILLARY CLINTON,DEMOCRAT,7003,29694,36697
2016,ARIZONA,AZ,GILA,4007,PRESIDENT,DONALD TRUMP,REPUBLICAN,14182,22515,36697
2016,ARIZONA,AZ,GRAHAM,4009,PRESIDENT,DONALD TRUMP,REPUBLICAN,8025,12281,20306
2016,ARIZONA,AZ,GREENLEE,4011,PRESIDENT,DONALD TRUMP,REPUBLICAN,1892,3300,5192
2016,ARIZONA,AZ,LA PAZ,4012,PRESIDENT,DONALD TRUMP,REPUBLICAN,4003,1948,5951
2016,ARIZONA,AZ,MARICOPA,4013,PRESIDENT,DONALD TRUMP,REPUBLICAN,747361,820473,1567834
2016,ARIZONA,AZ,MOHAVE,4015,PRESIDENT,HILLARY CLINTON,DEMOCRAT,17455,62488,79943
2016,ARIZONA,AZ,NAVAJO,4017,PRESIDENT,HILLARY CLINTON,DEMOCRAT,16459,23835,40294
2016,ARIZONA,AZ,PIMA,4019,PRESIDENT,HILLARY CLINTON,DEMOCRAT,224661,196979,421640
2016,ARIZONA,AZ,PINAL,4021,PRESIDENT,HILLARY CLINTON,DEMOCRAT,47892,81654,129546
2016,ARIZONA,AZ,SANTA CRUZ,4023,PRESIDENT,HILLARY CLINTON,DEMOCRAT,11690,4743,16433
2016,ARIZONA,AZ,SANTA CRUZ,4023,PRESIDENT,DONALD TRUMP,REPUBLICAN,3897,12536,16433
2016,ARIZONA,AZ,YAVAPAI,4025,PRESIDENT,DONALD TRUMP,REPUBLICAN,71330,43120,114450
2016,ARIZONA,AZ,YUMA,4027,PRESIDENT,DONALD TRUMP,REPUBLICAN,25165,27845,53010
2016,ARKANSAS,AR,ARKANSAS,5001,PRESIDENT,DONALD TRUMP,REPUBLICAN,3826,2386,6212
2016,ARKANSAS,AR,ASHLEY,5003,PRESIDENT,DONALD TRUMP,REPUBLICAN,5338,2745,8083
2016,ARKANSAS,AR,BAXTER,5005,PRESIDENT,HILLARY CLINTON,DEMOCRAT,4169,15597,19766
2016,ARKANSAS,AR,BENTON,5007,PRESIDENT,HILLARY CLINTON,DEMOCRAT,28005,68819,96824
2016,ARKANSAS,AR,BOONE,5009,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2926,13185,16111
2016,ARKANSAS,AR,BRADLEY,5011,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1317,2336,3653
2016,ARKANSAS,AR,CALHOUN,5013,PRESIDENT,HILLARY CLINTON,DEMOCRAT,639,1630,2269
2016,ARKANSAS,AR,CALHOUN,5013,PRESIDENT,DONALD TRUMP,REPUBLICAN,1556,713,2269
2016,ARKANSAS,AR,CARROLL,5015,PRESIDENT,DONALD TRUMP,REPUBLICAN,6786,3972,10758
2016,ARKANSAS,AR,CHICOT,5017,PRESIDENT,DONALD TRUMP,REPUBLICAN,1716,2460,4176
2016,ARKANSAS,AR,CLARK,5019,PRESIDENT,DONALD TRUMP,REPUBLICAN,4404,4122,8526
2016,ARKANSAS,AR,CLAY,5021,PRESIDENT,DONALD TRUMP,REPUBLICAN,3781,1419,5200
2016,ARKANSAS,AR,CLEBURNE,5023,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2101,9984,12085
2016,ARKANSAS,AR,CLEVELAND,5025,PRESIDENT,HILLARY CLINTON,DEMOCRAT,723,2631,3354
2016,ARKANSAS,AR,COLUMBIA,5027,PRESIDENT,HILLARY CLINTON,DEMOCRAT,3140,5747,8887
2016,ARKANSAS,AR,CONWAY,5029,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2656,5271,7927
2016,ARKANSAS,AR,CRAIGHEAD,5031,PRESIDENT,HILLARY CLINTON,DEMOCRAT,10538,25035,35573
2016,ARKANSAS,AR,CRAIGHEAD,5031,PRESIDENT,DONALD TRUMP,REPUBLICAN,22892,12681,35573
2016,ARKANSAS,AR,CRAWFORD,5033,PRESIDENT,DONALD TRUMP,REPUBLICAN,16686,5764,22450
2016,ARKANSAS,AR,CRITTENDEN,5035,PRESIDENT,DONALD TRUMP,REPUBLICAN,6964,8988,15952
2016,ARKANSAS,AR,CROSS,5037,PRESIDENT,DONALD TRUMP,REPUBLICAN,4584,2290,6874
2016,ARKANSAS,AR,DALLAS,5039,PRESIDENT,DONALD TRUMP,REPUBLICAN,1509,1262,2771
2016,ARKANSAS,AR,DESHA,5041,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2228,2029,4257
2016,ARKANSAS,AR,DREW,5043,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2365,4230,6595
2016,ARKANSAS,AR,FAULKNER,5045,PRESIDENT,HILLARY CLINTON,DEMOCRAT,14629,32898,47527
2016,ARKANSAS,AR,FRANKLIN,5047,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1376,5394,6770
2016,ARKANSAS,AR,FULTON,5049,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1067,3705,4772
2016,ARKANSAS,AR,FULTON,5049,PRESIDENT,DONALD TRUMP,REPUBLICAN,3471,1301,4772
2016,ARKANSAS,AR,GARLAND,5051,PRESIDENT,DONALD TRUMP,REPUBLICAN,26087,14718,40805
2016,ARKANSAS,AR,GRANT,5053,PRESIDENT,DONALD TRUMP,REPUBLICAN,5725,1720,7445
2016,ARKANSAS,AR,GREENE,5055,PRESIDENT,DONALD TRUMP,REPUBLICAN,10720,3880,14600
2016,ARKANSAS,AR,HEMPSTEAD,5057,PRESIDENT,DONALD TRUMP,REPUBLICAN,4401,2648,7049
2016,ARKANSAS,AR,HOT SPRING,5059,PRESIDENT,HILLARY CLINTON,DEMOCRAT,3149,8795,11944
2016,ARKANSAS,AR,HOWARD,5061,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1351,3323,4674
2016,ARKANSAS,AR,INDEPENDENCE,5063,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2881,10733,13614
2016,ARKANSAS,AR,IZARD,5065,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1113,4335,5448
2016,ARKANSAS,AR,JACKSON,5067,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1583,3573,5156
2016,ARKANSAS,AR,JACKSON,5067,PRESIDENT,DONALD TRUMP,REPUBLICAN,3267,1889,5156
2016,ARKANSAS,AR,JEFFERSON,5069,PRESIDENT,DONALD TRUMP,REPUBLICAN,9250,16644,25894
2016,ARKANSAS,AR,JOHNSON,5071,PRESIDENT,DONALD TRUMP,REPUBLICAN,6091,3021,9112
2016,ARKANSAS,AR,LAFAYETTE,5073,PRESIDENT,DONALD TRUMP,REPUBLICAN,1758,1102,2860
2016,ARKANSAS,AR,LAWRENCE,5075,PRESIDENT,DONALD TRUMP,REPUBLICAN,4064,1621,5685
2016,ARKANSAS,AR,LEE,5077,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1735,1291,3026
2016,ARKANSAS,AR,LINCOLN,5079,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1252,2574,3826
2016,ARKANSAS,AR,LITTLE RIVER,5081,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1397,3830,5227
2016,ARKANSAS,AR,LOGAN,5083,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1715,6206,7921
2016,ARKANSAS,AR,LONOKE,5085,PRESIDENT,HILLARY CLINTON,DEMOCRAT,5664,21436,27100
2016,ARKANSAS,AR,LONOKE,5085,PRESIDENT,DONALD TRUMP,REPUBLICAN,19958,7142,27100
2016,ARKANSAS,AR,MADISON,5087,PRESIDENT,DONALD TRUMP,REPUBLICAN,4928,1913,6841
2016,ARKANSAS,AR,MARION,5089,PRESIDENT,DONALD TRUMP,REPUBLICAN,5336,1771,7107
2016,ARKANSAS,AR,MILLER,5091,PRESIDENT,DONALD TRUMP,REPUBLICAN,11294,4797,16091
2016,ARKANSAS,AR,MISSISSIPPI,5093,PRESIDENT,DONALD TRUMP,REPUBLICAN,7061,6143,13204
2016,ARKANSAS,AR,MONROE,5095,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1312,1572,2884
2016,ARKANSAS,AR,MONTGOMERY,5097,PRESIDENT,HILLARY CLINTON,DEMOCRAT,748,2811,3559
2016,ARKANSAS,AR,NEVADA,5099,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1157,2089,3246
2016,ARKANSAS,AR,NEWTON,5101,PRESIDENT,HILLARY CLINTON,DEMOCRAT,699,3054,3753
2016,ARKANSAS,AR,OUACHITA,5103,PRESIDENT,HILLARY CLINTON,DEMOCRAT,4321,5614,9935
2016,ARKANSAS,AR,OUACHITA,5103,PRESIDENT,DONALD TRUMP,REPUBLICAN,5351,4584,9935
2016,ARKANSAS,AR,PERRY,5105,PRESIDENT,DONALD TRUMP,REPUBLICAN,3008,1298,4306
2016,ARKANSAS,AR,PHILLIPS,5107,PRESIDENT,DONALD TRUMP,REPUBLICAN,2446,4507,6953
2016,ARKANSAS,AR,PIKE,5109,PRESIDENT,DONALD TRUMP,REPUBLICAN,3150,831,3981
2016,ARKANSAS,AR,POINSETT,5111,PRESIDENT,DONALD TRUMP,REPUBLICAN,5502,2220,7722
2016,ARKANSAS,AR,POLK,5113,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1212,7019,8231
2016,ARKANSAS,AR,POPE,5115,PRESIDENT,HILLARY CLINTON,DEMOCRAT,5000,17569,22569
2016,ARKANSAS,AR,PRAIRIE,5117,PRESIDENT,HILLARY CLINTON,DEMOCRAT,814,2630,3444
2016,ARKANSAS,AR,PULASKI,5119,PRESIDENT,HILLARY CLINTON,DEMOCRAT,89574,70202,159776
2016,ARKANSAS,AR,RANDOLPH,5121,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1425,4954,6379
2016,ARKANSAS,AR,RANDOLPH,5121,PRESIDENT,DONALD TRUMP,REPUBLICAN,4509,1870,6379
2016,ARKANSAS,AR,ST. FRANCIS,5123,PRESIDENT,DONALD TRUMP,REPUBLICAN,3195,4235,7430
2016,ARKANSAS,AR,SALINE,5125,PRESIDENT,DONALD TRUMP,REPUBLICAN,35863,16237,52100
2016,ARKANSAS,AR,SCOTT,5127,PRESIDENT,DONALD TRUMP,REPUBLICAN,2731,779,3510
2016,ARKANSAS,AR,SEARCY,5129,PRESIDENT,DONALD TRUMP,REPUBLICAN,2955,773,3728
2016,ARKANSAS,AR,SEBASTIAN,5131,PRESIDENT,HILLARY CLINTON,DEMOCRAT,12300,32337,44637
2016,ARKANSAS,AR,SEVIER,5133,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1075,3487,4562
2016,ARKANSAS,AR,SHARP,5135,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1472,5777,7249
2016,ARKANSAS,AR,STONE,5137,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1203,4415,5618
2016,ARKANSAS,AR,UNION,5139,PRESIDENT,HILLARY CLINTON,DEMOCRAT,5855,11039,16894
2016,ARKANSAS,AR,UNION,5139,PRESIDENT,DONALD TRUMP,REPUBLICAN,10456,6438,16894
2016,ARKANSAS,AR,VAN BUREN,5141,PRESIDENT,DONALD TRUMP,REPUBLICAN,5382,1957,7339
2016,ARKANSAS,AR,WASHINGTON,5143,PRESIDENT,DONALD TRUMP,REPUBLICAN,41476,40385,81861
2016,ARKANSAS,AR,WHITE,5145,PRESIDENT,DONALD TRUMP,REPUBLICAN,21077,6142,27219
2016,ARKANSAS,AR,WOODRUFF,5147,PRESIDENT,DONALD TRUMP,REPUBLICAN,1347,1224,2571
2016,ARKANSAS,AR,YELL,5149,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1480,4959,6439
2016,CALIFORNIA,CA,ALAMEDA,6001,PRESIDENT,HILLARY CLINTON,DEMOCRAT,514842,139424,654266
2016,CALIFORNIA,CA,ALPINE,6003,PRESIDENT,HILLARY CLINTON,DEMOCRAT,334,268,602
2016,CALIFORNIA,CA,AMADOR,6005,PRESIDENT,HILLARY CLINTON,DEMOCRAT,6004,11730,17734
2016,CALIFORNIA,CA,BUTTE,6007,PRESIDENT,HILLARY CLINTON,DEMOCRAT,41567,53997,95564
2016,CALIFORNIA,CA,BUTTE,6007,PRESIDENT,DONALD TRUMP,REPUBLICAN,45144,50420,95564
2016,CALIFORNIA,CA,CALAVERAS,6009,PRESIDENT,DONALD TRUMP,REPUBLICAN,13511,9625,23136
2016,CALIFORNIA,CA,COLUSA,6011,PRESIDENT,DONALD TRUMP,REPUBLICAN,3551,3081,6632
2016,CALIFORNIA,CA,CONTRA COSTA,6013,PRESIDENT,DONALD TRUMP,REPUBLICAN,115956,350219,466175
2016,CALIFORNIA,CA,DEL NORTE,6015,PRESIDENT,DONALD TRUMP,REPUBLICAN,5134,4424,9558
2016,CALIFORNIA,CA,EL DORADO,6017,PRESIDENT,HILLARY CLINTON,DEMOCRAT,36404,57187,93591
2016,CALIFORNIA,CA,FRESNO,6019,PRESIDENT,HILLARY CLINTON,DEMOCRAT,141341,140978,282319
2016,CALIFORNIA,CA,GLENN,6021,PRESIDENT,HILLARY CLINTON,DEMOCRAT,3065,6405,9470
2016,CALIFORNIA,CA,HUMBOLDT,6023,PRESIDENT,HILLARY CLINTON,DEMOCRAT,33200,26046,59246
2016,CALIFORNIA,CA,IMPERIAL,6025,PRESIDENT,HILLARY CLINTON,DEMOCRAT,32667,15424,48091
2016,CALIFORNIA,CA,IMPERIAL,6025,PRESIDENT,DONALD TRUMP,REPUBLICAN,12704,35387,48091
2016,CALIFORNIA,CA,INYO,6027,PRESIDENT,DONALD TRUMP,REPUBLICAN,4248,3838,8086
2016,CALIFORNIA,CA,KERN,6029,PRESIDENT,DONALD TRUMP,REPUBLICAN,129584,114579,244163
2016,CALIFORNIA,CA,KINGS,6031,PRESIDENT,DONALD TRUMP,REPUBLICAN,18093,15822,33915
2016,CALIFORNIA,CA,LAKE,6033,PRESIDENT,DONALD TRUMP,REPUBLICAN,10599,13897,24496
2016,CALIFORNIA,CA,LASSEN,6035,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2224,8300,10524
2016,CALIFORNIA,CA,LOS ANGELES,6037,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2464364,969944,3434308
2016,CALIFORNIA,CA,MADERA,6039,PRESIDENT,HILLARY CLINTON,DEMOCRAT,17029,26083,43112
2016,CALIFORNIA,CA,MARIN,6041,PRESIDENT,HILLARY CLINTON,DEMOCRAT,108707,30566,139273
2016,CALIFORNIA,CA,MARIPOSA,6043,PRESIDENT,HILLARY CLINTON,DEMOCRAT,3122,5755,8877
2016,CALIFORNIA,CA,MARIPOSA,6043,PRESIDENT,DONALD TRUMP,REPUBLICAN,5185,3692,8877
2016,CALIFORNIA,CA,MENDOCINO,6045,PRESIDENT,DONALD TRUMP,REPUBLICAN,10888,26589,37477
2016,CALIFORNIA,CA,MERCED,6047,PRESIDENT,DONALD TRUMP,REPUBLICAN,28725,42064,70789
2016,CALIFORNIA,CA,MODOC,6049,PRESIDENT,DONALD TRUMP,REPUBLICAN,2696,1092,3788
2016,CALIFORNIA,CA,MONO,6051,PRESIDENT,DONALD TRUMP,REPUBLICAN,2111,3165,5276
2016,CALIFORNIA,CA,MONTEREY,6053,PRESIDENT,HILLARY CLINTON,DEMOCRAT,89088,44320,133408
2016,CALIFORNIA,CA,NAPA,6055,PRESIDENT,HILLARY CLINTON,DEMOCRAT,39199,22173,61372
2016,CALIFORNIA,CA,NEVADA,6057,PRESIDENT,HILLARY CLINTON,DEMOCRAT,26053,28882,54935
2016,CALIFORNIA,CA,ORANGE,6059,PRESIDENT,HILLARY CLINTON,DEMOCRAT,609961,587560,1197521
2016,CALIFORNIA,CA,PLACER,6061,PRESIDENT,HILLARY CLINTON,DEMOCRAT,73509,109330,182839
2016,CALIFORNIA,CA,PLACER,6061,PRESIDENT,DONALD TRUMP,REPUBLICAN,95138,87701,182839
2016,CALIFORNIA,CA,PLUMAS,6063,PRESIDENT,DONALD TRUMP,REPUBLICAN,5420,4256,9676
2016,CALIFORNIA,CA,RIVERSIDE,6065,PRESIDENT,DONALD TRUMP,REPUBLICAN,333243,418148,751391
2016,CALIFORNIA,CA,SACRAMENTO,6067,PRESIDENT,DONALD TRUMP,REPUBLICAN,189789,369541,559330
2016,CALIFORNIA,CA,SAN BENITO,6069,PRESIDENT,DONALD TRUMP,REPUBLICAN,7841,14083,21924
2016,CALIFORNIA,CA,SAN BERNARDINO,6071,PRESIDENT,HILLARY CLINTON,DEMOCRAT,340833,313150,653983
2016,CALIFORNIA,CA,SAN DIEGO,6073,PRESIDENT,HILLARY CLINTON,DEMOCRAT,735476,570924,1306400
2016,CALIFORNIA,CA,SAN FRANCISCO,6075,PRESIDENT,HILLARY CLINTON,DEMOCRAT,345084,60708,405792
2016,CALIFORNIA,CA,SAN JOAQUIN,6077,PRESIDENT,HILLARY CLINTON,DEMOCRAT,121124,103042,224166
2016,CALIFORNIA,CA,SAN LUIS OBISPO,6079,PRESIDENT,HILLARY CLINTON,DEMOCRAT,67107,67902,135009
2016,CALIFORNIA,CA,SAN LUIS OBISPO,6079,PRESIDENT,DONALD TRUMP,REPUBLICAN,56164,78845,135009
2016,CALIFORNIA,CA,SAN MATEO,6081,PRESIDENT,DONALD TRUMP,REPUBLICAN,57929,256455,314384
2016,CALIFORNIA,CA,SANTA BARBARA,6083,PRESIDENT,DONALD TRUMP,REPUBLICAN,56365,120421,176786
2016,CALIFORNIA,CA,SANTA CLARA,6085,PRESIDENT,DONALD TRUMP,REPUBLICAN,144826,558883,703709
2016,CALIFORNIA,CA,SANTA CRUZ,6087,PRESIDENT,DONALD TRUMP,REPUBLICAN,22438,106383,128821
2016,CALIFORNIA,CA,SHASTA,6089,PRESIDENT,HILLARY CLINTON,DEMOCRAT,22301,57752,80053
2016,CALIFORNIA,CA,SIERRA,6091,PRESIDENT,HILLARY CLINTON,DEMOCRAT,601,1229,1830
2016,CALIFORNIA,CA,SISKIYOU,6093,PRESIDENT,HILLARY CLINTON,DEMOCRAT,7234,13258,20492
2016,CALIFORNIA,CA,SOLANO,6095,PRESIDENT,HILLARY CLINTON,DEMOCRAT,102360,63753,166113
2016,CALIFORNIA,CA,SONOMA,6097,PRESIDENT,HILLARY CLINTON,DEMOCRAT,160435,70818,231253
2016,CALIFORNIA,CA,SONOMA,6097,PRESIDENT,DONALD TRUMP,REPUBLICAN,51408,179845,231253
2016,CALIFORNIA,CA,STANISLAUS,6099,PRESIDENT,DONALD TRUMP,REPUBLICAN,78494,93652,172146
2016,CALIFORNIA,CA,SUTTER,6101,PRESIDENT,DONALD TRUMP,REPUBLICAN,18176,15347,33523
