year,state,state_po,county_name,county_fips,office,candidate,party,demVotes,repVotes,totalvotes
2008,ALABAMA,AL,DALE,1045,PRESIDENT,BARACK OBAMA,DEMOCRAT,5270,14050,19320
2008,ALABAMA,AL,DALE,1045,PRESIDENT,JOHN MCCAIN,REPUBLICAN,13886,5434,19320
2008,ALABAMA,AL,DALLAS,1047,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6798,14054,20852
2008,ALABAMA,AL,DEKALB,1049,PRESIDENT,JOHN MCCAIN,REPUBLICAN,17957,6058,24015
2008,ALABAMA,AL,ELMORE,1051,PRESIDENT,JOHN MCCAIN,REPUBLICAN,25777,8538,34315
2008,ALABAMA,AL,ESCAMBIA,1053,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9375,5299,14674
2008,ALABAMA,AL,ETOWAH,1055,PRESIDENT,BARACK OBAMA,DEMOCRAT,13497,31240,44737
2008,ALABAMA,AL,FAYETTE,1057,PRESIDENT,BARACK OBAMA,DEMOCRAT,1994,5963,7957
2008,ALABAMA,AL,FRANKLIN,1059,PRESIDENT,BARACK OBAMA,DEMOCRAT,3469,8224,11693
2008,ALABAMA,AL,GENEVA,1061,PRESIDENT,BARACK OBAMA,DEMOCRAT,2134,9523,11657
2008,ALABAMA,AL,GREENE,1063,PRESIDENT,BARACK OBAMA,DEMOCRAT,4408,897,5305
2008,ALABAMA,AL,GREENE,1063,PRESIDENT,JOHN MCCAIN,REPUBLICAN,876,4429,5305
2008,ALABAMA,AL,HALE,1065,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3200,5014,8214
2008,ALABAMA,AL,HENRY,1067,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5585,3063,8648
2008,ALABAMA,AL,HOUSTON,1069,PRESIDENT,JOHN MCCAIN,REPUBLICAN,29254,12481,41735
2008,ALABAMA,AL,JACKSON,1071,PRESIDENT,JOHN MCCAIN,REPUBLICAN,14083,6791,20874
2008,ALABAMA,AL,JEFFERSON,1073,PRESIDENT,BARACK OBAMA,DEMOCRAT,166121,152403,318524
2008,ALABAMA,AL,LAMAR,1075,PRESIDENT,BARACK OBAMA,DEMOCRAT,1614,5461,7075
2008,ALABAMA,AL,LAUDERDALE,1077,PRESIDENT,BARACK OBAMA,DEMOCRAT,13329,24775,38104
2008,ALABAMA,AL,LAWRENCE,1079,PRESIDENT,BARACK OBAMA,DEMOCRAT,5164,9516,14680
2008,ALABAMA,AL,LEE,1081,PRESIDENT,BARACK OBAMA,DEMOCRAT,21498,32827,54325
2008,ALABAMA,AL,LEE,1081,PRESIDENT,JOHN MCCAIN,REPUBLICAN,32230,22095,54325
2008,ALABAMA,AL,LIMESTONE,1083,PRESIDENT,JOHN MCCAIN,REPUBLICAN,23598,9953,33551
2008,ALABAMA,AL,LOWNDES,1085,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1809,5469,7278
2008,ALABAMA,AL,MACON,1087,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1396,9481,10877
2008,ALABAMA,AL,MADISON,1089,PRESIDENT,JOHN MCCAIN,REPUBLICAN,86965,65934,152899
2008,ALABAMA,AL,MARENGO,1091,PRESIDENT,BARACK OBAMA,DEMOCRAT,5926,5545,11471
2008,ALABAMA,AL,MARION,1093,PRESIDENT,BARACK OBAMA,DEMOCRAT,2600,9755,12355
2008,ALABAMA,AL,MARSHALL,1095,PRESIDENT,BARACK OBAMA,DEMOCRAT,7038,26128,33166
2008,ALABAMA,AL,MOBILE,1097,PRESIDENT,BARACK OBAMA,DEMOCRAT,82181,99243,181424
2008,ALABAMA,AL,MONROE,1099,PRESIDENT,BARACK OBAMA,DEMOCRAT,5025,6227,11252
2008,ALABAMA,AL,MONROE,1099,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6175,5077,11252
2008,ALABAMA,AL,MONTGOMERY,1101,PRESIDENT,JOHN MCCAIN,REPUBLICAN,42031,62712,104743
2008,ALABAMA,AL,MORGAN,1103,PRESIDENT,JOHN MCCAIN,REPUBLICAN,36014,14528,50542
2008,ALABAMA,AL,PERRY,1105,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1679,4480,6159
2008,ALABAMA,AL,PICKENS,1107,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5434,4633,10067
2008,ALABAMA,AL,PIKE,1109,PRESIDENT,BARACK OBAMA,DEMOCRAT,5879,8076,13955
2008,ALABAMA,AL,RANDOLPH,1111,PRESIDENT,BARACK OBAMA,DEMOCRAT,3064,7320,10384
2008,ALABAMA,AL,RUSSELL,1113,PRESIDENT,BARACK OBAMA,DEMOCRAT,10085,8830,18915
2008,ALABAMA,AL,ST. CLAIR,1115,PRESIDENT,BARACK OBAMA,DEMOCRAT,6091,27997,34088
2008,ALABAMA,AL,SHELBY,1117,PRESIDENT,BARACK OBAMA,DEMOCRAT,20625,70018,90643
2008,ALABAMA,AL,SHELBY,1117,PRESIDENT,JOHN MCCAIN,REPUBLICAN,69060,21583,90643
2008,ALABAMA,AL,SUMTER,1119,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1731,5289,7020
2008,ALABAMA,AL,TALLADEGA,1121,PRESIDENT,JOHN MCCAIN,REPUBLICAN,20112,14092,34204
2008,ALABAMA,AL,TALLAPOOSA,1123,PRESIDENT,JOHN MCCAIN,REPUBLICAN,13116,6195,19311
2008,ALABAMA,AL,TUSCALOOSA,1125,PRESIDENT,JOHN MCCAIN,REPUBLICAN,45405,33507,78912
2008,ALABAMA,AL,WALKER,1127,PRESIDENT,BARACK OBAMA,DEMOCRAT,7420,21232,28652
2008,ALABAMA,AL,WASHINGTON,1129,PRESIDENT,BARACK OBAMA,DEMOCRAT,3067,5708,8775
2008,ALABAMA,AL,WILCOX,1131,PRESIDENT,BARACK OBAMA,DEMOCRAT,4612,1882,6494
2008,ALABAMA,AL,WINSTON,1133,PRESIDENT,BARACK OBAMA,DEMOCRAT,1757,8274,10031
2008,ARIZONA,AZ,APACHE,4001,PRESIDENT,BARACK OBAMA,DEMOCRAT,15390,8872,24262
2008,ARIZONA,AZ,APACHE,4001,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8551,15711,24262
2008,ARIZONA,AZ,COCHISE,4003,PRESIDENT,JOHN MCCAIN,REPUBLICAN,29026,19794,48820
2008,ARIZONA,AZ,COCONINO,4005,PRESIDENT,JOHN MCCAIN,REPUBLICAN,22186,32158,54344
2008,ARIZONA,AZ,GILA,4007,PRESIDENT,JOHN MCCAIN,REPUBLICAN,14095,8238,22333
2008,ARIZONA,AZ,GRAHAM,4009,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8376,3631,12007
2008,ARIZONA,AZ,GREENLEE,4011,PRESIDENT,BARACK OBAMA,DEMOCRAT,1165,1748,2913
2008,ARIZONA,AZ,LA PAZ,4012,PRESIDENT,BARACK OBAMA,DEMOCRAT,1929,3623,5552
2008,ARIZONA,AZ,MARICOPA,4013,PRESIDENT,BARACK OBAMA,DEMOCRAT,602166,762796,1364962
2008,ARIZONA,AZ,MOHAVE,4015,PRESIDENT,BARACK OBAMA,DEMOCRAT,22092,45513,67605
2008,ARIZONA,AZ,NAVAJO,4017,PRESIDENT,BARACK OBAMA,DEMOCRAT,15579,20221,35800
2008,ARIZONA,AZ,NAVAJO,4017,PRESIDENT,JOHN MCCAIN,REPUBLICAN,19761,16039,35800
2008,ARIZONA,AZ,PIMA,4019,PRESIDENT,JOHN MCCAIN,REPUBLICAN,182406,211022,393428
2008,ARIZONA,AZ,PINAL,4021,PRESIDENT,JOHN MCCAIN,REPUBLICAN,59421,45462,104883
2008,ARIZONA,AZ,SANTA CRUZ,4023,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4518,8785,13303
2008,ARIZONA,AZ,YAVAPAI,4025,PRESIDENT,JOHN MCCAIN,REPUBLICAN,61192,38456,99648
2008,ARIZONA,AZ,YUMA,4027,PRESIDENT,BARACK OBAMA,DEMOCRAT,18559,25056,43615
2008,ARKANSAS,AR,ARKANSAS,5001,PRESIDENT,BARACK OBAMA,DEMOCRAT,2619,4359,6978
2008,ARKANSAS,AR,ASHLEY,5003,PRESIDENT,BARACK OBAMA,DEMOCRAT,2976,5666,8642
2008,ARKANSAS,AR,BAXTER,5005,PRESIDENT,BARACK OBAMA,DEMOCRAT,6539,13442,19981
2008,ARKANSAS,AR,BENTON,5007,PRESIDENT,BARACK OBAMA,DEMOCRAT,23331,52742,76073
2008,ARKANSAS,AR,BENTON,5007,PRESIDENT,JOHN MCCAIN,REPUBLICAN,51124,24949,76073
2008,ARKANSAS,AR,BOONE,5009,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10575,4899,15474
2008,ARKANSAS,AR,BRADLEY,5011,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2262,1779,4041
2008,ARKANSAS,AR,CALHOUN,5013,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1462,755,2217
2008,ARKANSAS,AR,CARROLL,5015,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6083,4496,10579
2008,ARKANSAS,AR,CHICOT,5017,PRESIDENT,BARACK OBAMA,DEMOCRAT,3043,2165,5208
2008,ARKANSAS,AR,CLARK,5019,PRESIDENT,BARACK OBAMA,DEMOCRAT,4267,4827,9094
2008,ARKANSAS,AR,CLAY,5021,PRESIDENT,BARACK OBAMA,DEMOCRAT,2244,3267,5511
2008,ARKANSAS,AR,CLEBURNE,5023,PRESIDENT,BARACK OBAMA,DEMOCRAT,2951,8387,11338
2008,ARKANSAS,AR,CLEVELAND,5025,PRESIDENT,BARACK OBAMA,DEMOCRAT,911,2594,3505
2008,ARKANSAS,AR,CLEVELAND,5025,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2451,1054,3505
2008,ARKANSAS,AR,COLUMBIA,5027,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5861,3697,9558
2008,ARKANSAS,AR,CONWAY,5029,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4691,3447,8138
2008,ARKANSAS,AR,CRAIGHEAD,5031,PRESIDENT,JOHN MCCAIN,REPUBLICAN,18881,12087,30968
2008,ARKANSAS,AR,CRAWFORD,5033,PRESIDENT,JOHN MCCAIN,REPUBLICAN,14688,5844,20532
2008,ARKANSAS,AR,CRITTENDEN,5035,PRESIDENT,BARACK OBAMA,DEMOCRAT,10330,7925,18255
2008,ARKANSAS,AR,CROSS,5037,PRESIDENT,BARACK OBAMA,DEMOCRAT,2580,4550,7130
2008,ARKANSAS,AR,DALLAS,5039,PRESIDENT,BARACK OBAMA,DEMOCRAT,1471,1847,3318
2008,ARKANSAS,AR,DESHA,5041,PRESIDENT,BARACK OBAMA,DEMOCRAT,2569,2109,4678
2008,ARKANSAS,AR,DREW,5043,PRESIDENT,BARACK OBAMA,DEMOCRAT,2598,4012,6610
2008,ARKANSAS,AR,DREW,5043,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3860,2750,6610
2008,ARKANSAS,AR,FAULKNER,5045,PRESIDENT,JOHN MCCAIN,REPUBLICAN,25362,15817,41179
2008,ARKANSAS,AR,FRANKLIN,5047,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4411,2064,6475
2008,ARKANSAS,AR,FULTON,5049,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2702,1974,4676
2008,ARKANSAS,AR,GARLAND,5051,PRESIDENT,JOHN MCCAIN,REPUBLICAN,26825,16894,43719
2008,ARKANSAS,AR,GRANT,5053,PRESIDENT,BARACK OBAMA,DEMOCRAT,1562,5231,6793
2008,ARKANSAS,AR,GREENE,5055,PRESIDENT,BARACK OBAMA,DEMOCRAT,4541,9071,13612
2008,ARKANSAS,AR,HEMPSTEAD,5057,PRESIDENT,BARACK OBAMA,DEMOCRAT,2869,4480,7349
2008,ARKANSAS,AR,HOT SPRING,5059,PRESIDENT,BARACK OBAMA,DEMOCRAT,4288,7667,11955
2008,ARKANSAS,AR,HOWARD,5061,PRESIDENT,BARACK OBAMA,DEMOCRAT,1746,3100,4846
2008,ARKANSAS,AR,HOWARD,5061,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2957,1889,4846
2008,ARKANSAS,AR,INDEPENDENCE,5063,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8255,4044,12299
2008,ARKANSAS,AR,IZARD,5065,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3193,2025,5218
2008,ARKANSAS,AR,JACKSON,5067,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3118,2464,5582
2008,ARKANSAS,AR,JEFFERSON,5069,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10655,19034,29689
2008,ARKANSAS,AR,JOHNSON,5071,PRESIDENT,BARACK OBAMA,DEMOCRAT,3034,5146,8180
2008,ARKANSAS,AR,LAFAYETTE,5073,PRESIDENT,BARACK OBAMA,DEMOCRAT,1133,1769,2902
2008,ARKANSAS,AR,LAWRENCE,5075,PRESIDENT,BARACK OBAMA,DEMOCRAT,2138,3692,5830
2008,ARKANSAS,AR,LEE,5077,PRESIDENT,BARACK OBAMA,DEMOCRAT,2263,1500,3763
2008,ARKANSAS,AR,LINCOLN,5079,PRESIDENT,BARACK OBAMA,DEMOCRAT,1710,2696,4406
2008,ARKANSAS,AR,LINCOLN,5079,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2513,1893,4406
2008,ARKANSAS,AR,LITTLE RIVER,5081,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3247,1905,5152
2008,ARKANSAS,AR,LOGAN,5083,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5350,2557,7907
2008,ARKANSAS,AR,LONOKE,5085,PRESIDENT,JOHN MCCAIN,REPUBLICAN,17242,6499,23741
2008,ARKANSAS,AR,MADISON,5087,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3972,2356,6328
2008,ARKANSAS,AR,MARION,5089,PRESIDENT,BARACK OBAMA,DEMOCRAT,2384,4778,7162
2008,ARKANSAS,AR,MILLER,5091,PRESIDENT,BARACK OBAMA,DEMOCRAT,4869,10194,15063
2008,ARKANSAS,AR,MISSISSIPPI,5093,PRESIDENT,BARACK OBAMA,DEMOCRAT,6667,7343,14010
2008,ARKANSAS,AR,MONROE,5095,PRESIDENT,BARACK OBAMA,DEMOCRAT,1615,1834,3449
2008,ARKANSAS,AR,MONTGOMERY,5097,PRESIDENT,BARACK OBAMA,DEMOCRAT,1092,2530,3622
2008,ARKANSAS,AR,MONTGOMERY,5097,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2365,1257,3622
2008,ARKANSAS,AR,NEVADA,5099,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2062,1573,3635
2008,ARKANSAS,AR,NEWTON,5101,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2588,1372,3960
2008,ARKANSAS,AR,OUACHITA,5103,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5427,4533,9960
2008,ARKANSAS,AR,PERRY,5105,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2743,1536,4279
2008,ARKANSAS,AR,PHILLIPS,5107,PRESIDENT,BARACK OBAMA,DEMOCRAT,5695,3274,8969
2008,ARKANSAS,AR,PIKE,5109,PRESIDENT,BARACK OBAMA,DEMOCRAT,1089,2877,3966
2008,ARKANSAS,AR,POINSETT,5111,PRESIDENT,BARACK OBAMA,DEMOCRAT,2742,5186,7928
2008,ARKANSAS,AR,POLK,5113,PRESIDENT,BARACK OBAMA,DEMOCRAT,1957,5724,7681
2008,ARKANSAS,AR,POPE,5115,PRESIDENT,BARACK OBAMA,DEMOCRAT,6002,16077,22079
2008,ARKANSAS,AR,POPE,5115,PRESIDENT,JOHN MCCAIN,REPUBLICAN,15568,6511,22079
2008,ARKANSAS,AR,PRAIRIE,5117,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2223,1158,3381
2008,ARKANSAS,AR,PULASKI,5119,PRESIDENT,JOHN MCCAIN,REPUBLICAN,70212,91131,161343
2008,ARKANSAS,AR,RANDOLPH,5121,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3615,2704,6319
2008,ARKANSAS,AR,ST. FRANCIS,5123,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3917,5588,9505
2008,ARKANSAS,AR,SALINE,5125,PRESIDENT,BARACK OBAMA,DEMOCRAT,12695,31958,44653
2008,ARKANSAS,AR,SCOTT,5127,PRESIDENT,BARACK OBAMA,DEMOCRAT,1053,2942,3995
2008,ARKANSAS,AR,SEARCY,5129,PRESIDENT,BARACK OBAMA,DEMOCRAT,961,2886,3847
2008,ARKANSAS,AR,SEBASTIAN,5131,PRESIDENT,BARACK OBAMA,DEMOCRAT,13673,29539,43212
2008,ARKANSAS,AR,SEVIER,5133,PRESIDENT,BARACK OBAMA,DEMOCRAT,1291,3289,4580
2008,ARKANSAS,AR,SEVIER,5133,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3125,1455,4580
2008,ARKANSAS,AR,SHARP,5135,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4535,2717,7252
2008,ARKANSAS,AR,STONE,5137,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3534,1790,5324
2008,ARKANSAS,AR,UNION,5139,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10677,6502,17179
2008,ARKANSAS,AR,VAN BUREN,5141,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4276,2427,6703
2008,ARKANSAS,AR,WASHINGTON,5143,PRESIDENT,BARACK OBAMA,DEMOCRAT,29021,39359,68380
2008,ARKANSAS,AR,WHITE,5145,PRESIDENT,BARACK OBAMA,DEMOCRAT,6732,20223,26955
2008,ARKANSAS,AR,WOODRUFF,5147,PRESIDENT,BARACK OBAMA,DEMOCRAT,1412,1349,2761
2008,ARKANSAS,AR,YELL,5149,PRESIDENT,BARACK OBAMA,DEMOCRAT,2003,4033,6036
2008,CALIFORNIA,CA,ALAMEDA,6001,PRESIDENT,BARACK OBAMA,DEMOCRAT,489106,131923,621029
2008,CALIFORNIA,CA,ALAMEDA,6001,PRESIDENT,JOHN MCCAIN,REPUBLICAN,119555,501474,621029
2008,CALIFORNIA,CA,ALPINE,6003,PRESIDENT,JOHN MCCAIN,REPUBLICAN,252,440,692
2008,CALIFORNIA,CA,AMADOR,6005,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10561,8249,18810
2008,CALIFORNIA,CA,BUTTE,6007,PRESIDENT,JOHN MCCAIN,REPUBLICAN,46706,51619,98325
2008,CALIFORNIA,CA,CALAVERAS,6009,PRESIDENT,JOHN MCCAIN,REPUBLICAN,12835,10471,23306
2008,CALIFORNIA,CA,COLUSA,6011,PRESIDENT,BARACK OBAMA,DEMOCRAT,2569,3860,6429
2008,CALIFORNIA,CA,CONTRA COSTA,6013,PRESIDENT,BARACK OBAMA,DEMOCRAT,306983,144667,451650
2008,CALIFORNIA,CA,DEL NORTE,6015,PRESIDENT,BARACK OBAMA,DEMOCRAT,4323,5208,9531
2008,CALIFORNIA,CA,EL DORADO,6017,PRESIDENT,BARACK OBAMA,DEMOCRAT,40529,52397,92926
2008,CALIFORNIA,CA,FRESNO,6019,PRESIDENT,BARACK OBAMA,DEMOCRAT,136706,135583,272289
2008,CALIFORNIA,CA,FRESNO,6019,PRESIDENT,JOHN MCCAIN,REPUBLICAN,131015,141274,272289
2008,CALIFORNIA,CA,GLENN,6021,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5910,3969,9879
2008,CALIFORNIA,CA,HUMBOLDT,6023,PRESIDENT,JOHN MCCAIN,REPUBLICAN,21713,42014,63727
2008,CALIFORNIA,CA,IMPERIAL,6025,PRESIDENT,JOHN MCCAIN,REPUBLICAN,14008,24812,38820
2008,CALIFORNIA,CA,INYO,6027,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4523,4010,8533
2008,CALIFORNIA,CA,KERN,6029,PRESIDENT,BARACK OBAMA,DEMOCRAT,93457,139393,232850
2008,CALIFORNIA,CA,KINGS,6031,PRESIDENT,BARACK OBAMA,DEMOCRAT,14747,20361,35108
2008,CALIFORNIA,CA,LAKE,6033,PRESIDENT,BARACK OBAMA,DEMOCRAT,14854,10688,25542
2008,CALIFORNIA,CA,LASSEN,6035,PRESIDENT,BARACK OBAMA,DEMOCRAT,3586,7801,11387
2008,CALIFORNIA,CA,LOS ANGELES,6037,PRESIDENT,BARACK OBAMA,DEMOCRAT,2295853,1022395,3318248
2008,CALIFORNIA,CA,LOS ANGELES,6037,PRESIDENT,JOHN MCCAIN,REPUBLICAN,956425,2361823,3318248
2008,CALIFORNIA,CA,MADERA,6039,PRESIDENT,JOHN MCCAIN,REPUBLICAN,23583,18772,42355
2008,CALIFORNIA,CA,MARIN,6041,PRESIDENT,JOHN MCCAIN,REPUBLICAN,28384,111813,140197
2008,CALIFORNIA,CA,MARIPOSA,6043,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5298,4353,9651
2008,CALIFORNIA,CA,MENDOCINO,6045,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10721,29295,40016
2008,CALIFORNIA,CA,MERCED,6047,PRESIDENT,BARACK OBAMA,DEMOCRAT,34031,29777,63808
2008,CALIFORNIA,CA,MODOC,6049,PRESIDENT,BARACK OBAMA,DEMOCRAT,1313,3107,4420
2008,CALIFORNIA,CA,MONO,6051,PRESIDENT,BARACK OBAMA,DEMOCRAT,3093,2478,5571
2008,CALIFORNIA,CA,MONTEREY,6053,PRESIDENT,BARACK OBAMA,DEMOCRAT,88453,41330,129783
2008,CALIFORNIA,CA,NAPA,6055,PRESIDENT,BARACK OBAMA,DEMOCRAT,38849,20793,59642
2008,CALIFORNIA,CA,NAPA,6055,PRESIDENT,JOHN MCCAIN,REPUBLICAN,19484,40158,59642
2008,CALIFORNIA,CA,NEVADA,6057,PRESIDENT,JOHN MCCAIN,REPUBLICAN,25663,29984,55647
2008,CALIFORNIA,CA,ORANGE,6059,PRESIDENT,JOHN MCCAIN,REPUBLICAN,579064,574623,1153687
2008,CALIFORNIA,CA,PLACER,6061,PRESIDENT,JOHN MCCAIN,REPUBLICAN,94647,78460,173107
2008,CALIFORNIA,CA,PLUMAS,6063,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6035,4993,11028
2008,CALIFORNIA,CA,RIVERSIDE,6065,PRESIDENT,BARACK OBAMA,DEMOCRAT,325017,322282,647299
2008,CALIFORNIA,CA,SACRAMENTO,6067,PRESIDENT,BARACK OBAMA,DEMOCRAT,316506,224595,541101
2008,CALIFORNIA,CA,SAN BENITO,6069,PRESIDENT,BARACK OBAMA,DEMOCRAT,11917,7788,19705
2008,CALIFORNIA,CA,SAN BERNARDINO,6071,PRESIDENT,BARACK OBAMA,DEMOCRAT,315720,290614,606334
2008,CALIFORNIA,CA,SAN DIEGO,6073,PRESIDENT,BARACK OBAMA,DEMOCRAT,666581,564466,1231047
2008,CALIFORNIA,CA,SAN DIEGO,6073,PRESIDENT,JOHN MCCAIN,REPUBLICAN,541032,690015,1231047
2008,CALIFORNIA,CA,SAN FRANCISCO,6075,PRESIDENT,JOHN MCCAIN,REPUBLICAN,52292,330573,382865
2008,CALIFORNIA,CA,SAN JOAQUIN,6077,PRESIDENT,JOHN MCCAIN,REPUBLICAN,91607,117742,209349
2008,CALIFORNIA,CA,SAN LUIS OBISPO,6079,PRESIDENT,JOHN MCCAIN,REPUBLICAN,61055,71598,132653
2008,CALIFORNIA,CA,SAN MATEO,6081,PRESIDENT,JOHN MCCAIN,REPUBLICAN,75057,228235,303292
2008,CALIFORNIA,CA,SANTA BARBARA,6083,PRESIDENT,BARACK OBAMA,DEMOCRAT,105614,69298,174912
2008,CALIFORNIA,CA,SANTA CLARA,6085,PRESIDENT,BARACK OBAMA,DEMOCRAT,462241,203348,665589
2008,CALIFORNIA,CA,SANTA CRUZ,6087,PRESIDENT,BARACK OBAMA,DEMOCRAT,98745,28738,127483
2008,CALIFORNIA,CA,SHASTA,6089,PRESIDENT,BARACK OBAMA,DEMOCRAT,28867,51523,80390
2008,CALIFORNIA,CA,SIERRA,6091,PRESIDENT,BARACK OBAMA,DEMOCRAT,743,1248,1991
2008,CALIFORNIA,CA,SIERRA,6091,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1158,833,1991
2008,CALIFORNIA,CA,SISKIYOU,6093,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11520,9950,21470
2008,CALIFORNIA,CA,SOLANO,6095,PRESIDENT,JOHN MCCAIN,REPUBLICAN,56035,104938,160973
2008,CALIFORNIA,CA,SONOMA,6097,PRESIDENT,JOHN MCCAIN,REPUBLICAN,55127,174224,229351
2008,CALIFORNIA,CA,STANISLAUS,6099,PRESIDENT,JOHN MCCAIN,REPUBLICAN,77497,83518,161015
2008,CALIFORNIA,CA,SUTTER,6101,PRESIDENT,BARACK OBAMA,DEMOCRAT,13412,19529,32941
